Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
1669,PSYCHO-ONCOLOGY,"8,048",3.256,0.018910
1669,PSYCHO-ONCOLOGY,"8,048",3.256,0.018910
1673,BIOGERONTOLOGY,"1,622",3.252,0.003080
1673,MYCORRHIZA,"2,916",3.252,0.004230
1675,APPLIED LINGUISTICS,"2,182",3.250,0.002920
1675,JOURNAL OF INTERNATIONAL MARKETING,"1,351",3.250,0.000980
1675,JOURNAL OF MAGNETIC RESONANCE IMAGING,"14,860",3.250,0.031900
1675,NETWORKS & SPATIAL ECONOMICS,813,3.250,0.001650
1679,BIOMASS & BIOENERGY,"16,653",3.249,0.030960
1680,MONTHLY WEATHER REVIEW,"23,357",3.248,0.029910
1681,JOURNAL OF GENE MEDICINE,"2,425",3.246,0.002560
1682,PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA,"1,184",3.245,0.004490
1683,GENE THERAPY,"7,779",3.242,0.011080
1683,Genes,545,3.242,0.002850
1685,EUROPEAN JOURNAL OF NUTRITION,"3,581",3.239,0.007880
1685,PLANTA,"17,401",3.239,0.015610
1687,Biology of Sex Differences,344,3.237,0.001780
1688,JOURNAL OF RHEUMATOLOGY,"21,354",3.236,0.024000
1689,ARCHAEA-AN INTERNATIONAL MICROBIOLOGICAL JOURNAL,467,3.234,0.001600
1689,BIOLOGICAL PSYCHOLOGY,"7,499",3.234,0.015920
1689,BIOLOGICAL PSYCHOLOGY,"7,499",3.234,0.015920
1689,PHYSICS TODAY,"3,829",3.234,0.006460
1689,Parasites & Vectors,"6,047",3.234,0.021740
1694,CURRENT OPINION IN NEPHROLOGY AND HYPERTENSION,"3,078",3.232,0.007510
1694,MICROBIAL ECOLOGY,"8,428",3.232,0.013560
1696,ARCHIVES OF DISEASE IN CHILDHOOD,"13,202",3.231,0.016850
1696,NEUROSCIENCE,"42,297",3.231,0.062700
1698,ARTHRITIS CARE & RESEARCH,"12,091",3.229,0.028990
1699,ECOLOGICAL ECONOMICS,"15,479",3.227,0.022710
1699,ECOLOGICAL ECONOMICS,"15,479",3.227,0.022710
1701,Food & Nutrition Research,578,3.226,0.002110
1702,STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL,"10,101",3.225,0.008500
1702,STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL,"10,101",3.225,0.008500
1704,SOCIOLOGICAL METHODS & RESEARCH,"2,842",3.224,0.004140
1705,EVOLUTION AND HUMAN BEHAVIOR,"3,285",3.223,0.006930
1705,EVOLUTION AND HUMAN BEHAVIOR,"3,285",3.223,0.006930
1707,REVIEWS IN FISH BIOLOGY AND FISHERIES,"2,716",3.222,0.003670
1708,CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,"14,622",3.218,0.014580
1709,NEURAL NETWORKS,"6,902",3.216,0.009580
1709,SEDIMENTOLOGY,"7,214",3.216,0.007660
1711,JOURNAL OF LABOR ECONOMICS,"2,958",3.214,0.007890
1711,PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,"1,234",3.214,0.003690
1713,INTERNATIONAL ORGANIZATION,"4,818",3.213,0.007020
1713,PLATELETS,"2,264",3.213,0.004690
1715,CLINICAL ONCOLOGY,"2,845",3.212,0.006600
1716,DRUG METABOLISM AND DISPOSITION,"13,954",3.210,0.016990
1717,International Journal of Sustainable Transportation,385,3.209,0.001240
1718,HYPERTENSION RESEARCH,"4,727",3.208,0.008410
1719,HEALTH EXPECTATIONS,"1,932",3.207,0.004110
1719,HEALTH EXPECTATIONS,"1,932",3.207,0.004110
1721,DRUG SAFETY,"4,104",3.206,0.006320
1721,GEOGRAPHICAL JOURNAL,"1,483",3.206,0.002370
1723,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,"50,890",3.205,0.089830
1723,JOURNAL OF INORGANIC BIOCHEMISTRY,"10,473",3.205,0.010980
1725,JOURNAL OF REPRODUCTIVE IMMUNOLOGY,"2,447",3.202,0.004750
1726,Implementation Science,"4,189",3.201,0.014090
1726,Implementation Science,"4,189",3.201,0.014090
1728,VIROLOGY,"26,079",3.200,0.031860
1729,JOURNAL OF COMPUTER-AIDED MOLECULAR DESIGN,"3,663",3.199,0.006010
1729,JOURNAL OF FOOD ENGINEERING,"21,229",3.199,0.023440
1729,Journal of Nutrition Health & Aging,"3,531",3.199,0.007830
1729,New Biotechnology,"1,668",3.199,0.005200
1733,JOURNAL OF BACTERIOLOGY,"65,727",3.198,0.061100
1733,REVIEWS IN THE NEUROSCIENCES,"1,518",3.198,0.003790
1735,Journal of Cardiovascular Translational Research,"1,428",3.197,0.005910
1735,Targeted Oncology,625,3.197,0.002280
1737,AMINO ACIDS,"7,670",3.196,0.018320
1737,Purinergic Signalling,"1,300",3.196,0.003050
1739,CELLULOSE,"6,756",3.195,0.011940
1740,STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL,"1,612",3.193,0.003620
1741,JOURNAL OF GENERAL VIROLOGY,"19,590",3.192,0.023830
1741,Nonlinear Analysis-Hybrid Systems,812,3.192,0.002430
1741,PLANT DISEASE,"12,245",3.192,0.012180
1744,Trauma Violence & Abuse,"1,206",3.191,0.002810
1745,ECOLOGICAL INDICATORS,"7,460",3.190,0.020390
1745,IEEE Transactions on Smart Grid,"4,753",3.190,0.029170
1745,JOURNAL OF HEALTH AND SOCIAL BEHAVIOR,"6,483",3.190,0.006380
1748,CARDIOVASCULAR DRUGS AND THERAPY,"1,743",3.189,0.003250
1749,JOURNAL OF CONSUMER RESEARCH,"14,148",3.187,0.014550
1749,JOURNAL OF PHYSICAL CHEMISTRY B,"117,928",3.187,0.117710
1751,EUROPEAN JOURNAL OF AGRONOMY,"4,772",3.186,0.007070
1752,Frontiers in Neurology,"2,304",3.184,0.009840
1752,REPRODUCTION,"7,654",3.184,0.013500
1754,CANCER CYTOPATHOLOGY,"1,747",3.183,0.003000
1755,AMERICAN JOURNAL OF HYPERTENSION,"8,250",3.182,0.012900
1755,FOOD RESEARCH INTERNATIONAL,"16,140",3.182,0.033020
1757,CYTOMETRY PART A,"3,465",3.181,0.008850
1758,Photonics Research,358,3.179,0.001510
1759,EvoDevo,493,3.177,0.003550
1760,JOURNAL OF NEUROENDOCRINOLOGY,"5,383",3.172,0.009310
1760,MENOPAUSE-THE JOURNAL OF THE NORTH AMERICAN MENOPAUSE SOCIETY,"4,632",3.172,0.010050
1762,AUTISM,"2,367",3.170,0.004720
1762,TRANSACTIONS OF THE INSTITUTE OF BRITISH GEOGRAPHERS,"2,871",3.170,0.006560
1764,ANIMAL BEHAVIOUR,"23,783",3.169,0.025410
1764,JOURNAL OF PHARMACEUTICAL AND BIOMEDICAL ANALYSIS,"16,603",3.169,0.022100
1766,AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,"20,327",3.168,0.024810
1766,GERONTOLOGIST,"6,768",3.168,0.007790
1768,Hormones & Cancer,502,3.167,0.002220
1769,ACTA PHARMACOLOGICA SINICA,"6,932",3.166,0.009940
1770,INTERNATIONAL JOURNAL OF ENGINEERING SCIENCE,"6,048",3.165,0.008330
1771,JOURNAL OF CLINICAL GASTROENTEROLOGY,"7,280",3.163,0.012780
1772,Journal of Anthropological Sciences,212,3.158,0.000730
1773,DEVELOPMENTAL BIOLOGY,"29,610",3.155,0.044080
1773,PROSTAGLANDINS LEUKOTRIENES AND ESSENTIAL FATTY ACIDS,"3,615",3.155,0.004330
1775,AMERICAN JOURNAL OF CARDIOLOGY,"35,738",3.154,0.057160
1776,DIABETIC MEDICINE,"11,026",3.152,0.019730
1777,JOURNAL OF CHEMICAL ECOLOGY,"9,846",3.151,0.009460
1777,JOURNAL OF SURGICAL ONCOLOGY,"8,407",3.151,0.017880
1777,JOURNAL OF VEGETATION SCIENCE,"6,802",3.151,0.009850
1780,APPLIED SURFACE SCIENCE,"52,411",3.150,0.082460
1781,JOURNAL OF COUNSELING PSYCHOLOGY,"5,771",3.149,0.006530
1782,AMERICAN NATURALIST,"26,430",3.148,0.024000
1782,CLINICAL AND EXPERIMENTAL IMMUNOLOGY,"12,458",3.148,0.015830
1782,OPTICS EXPRESS,"84,397",3.148,0.229370
1785,American Journal of Translational Research,"1,035",3.146,0.003600
1785,CLINICAL CHILD AND FAMILY PSYCHOLOGY REVIEW,"2,005",3.146,0.004450
1785,Journal of Hepato-Biliary-Pancreatic Sciences,"3,334",3.146,0.006840
1785,PHYSICAL REVIEW C,"41,426",3.146,0.064340
1789,Current Alzheimer Research,"2,917",3.145,0.007780
1790,JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA,"2,040",3.143,0.003600
1790,JOURNAL OF SYSTEMATIC PALAEONTOLOGY,908,3.143,0.003100
1792,APPLIED PHYSICS LETTERS,"222,233",3.142,0.383330
1792,Quaternary Geochronology,"2,301",3.142,0.008370
1794,JOURNAL OF CANCER RESEARCH AND CLINICAL ONCOLOGY,"6,293",3.141,0.012300
1794,Journal of Exposure Science and Environmental Epidemiology,"2,940",3.141,0.006060
1796,NEUROTOXICITY RESEARCH,"2,182",3.140,0.004100
1796,TOURISM MANAGEMENT,"8,910",3.140,0.009050
1798,JOURNAL OF THE LEARNING SCIENCES,"1,685",3.139,0.002400
1799,CHEMPHYSCHEM,"13,709",3.138,0.033040
1799,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,"10,842",3.138,0.017110
1801,JOURNAL OF ENVIRONMENTAL MANAGEMENT,"17,575",3.131,0.033260
1802,AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,"5,555",3.130,0.010810
1802,AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,"5,555",3.130,0.010810
1802,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,"12,047",3.130,0.018690
1805,IEEE Journal of Emerging and Selected Topics in Power Electronics,473,3.129,0.003040
1806,JOURNAL OF ENDOVASCULAR THERAPY,"2,876",3.128,0.006840
1806,NEUROUROLOGY AND URODYNAMICS,"4,138",3.128,0.008770
1808,CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,"33,080",3.127,0.040840
1808,CURRENT ALLERGY AND ASTHMA REPORTS,"1,745",3.127,0.004670
1810,Hematology-American Society of Hematology Education Program,"2,841",3.126,0.011140
1811,ANALYTICAL AND BIOANALYTICAL CHEMISTRY,"26,662",3.125,0.054630
1811,APPETITE,"11,201",3.125,0.019510
1811,WORLD POLITICS,"2,912",3.125,0.005720
1814,AMERICAN JOURNAL OF NEURORADIOLOGY,"20,164",3.124,0.032430
1814,Briefings in Functional Genomics,"1,325",3.124,0.003780
1816,Journal of Cell Communication and Signaling,631,3.123,0.001660
1817,BIRTH DEFECTS RESEARCH PART C-EMBRYO TODAY-REVIEWS,"1,056",3.120,0.002420
1817,BRITISH JOURNAL OF POLITICAL SCIENCE,"2,574",3.120,0.007520
1817,FUTURE OF CHILDREN,"1,460",3.120,0.003470
1817,MATURITAS,"5,312",3.120,0.011990
1817,POLYMER DEGRADATION AND STABILITY,"16,881",3.120,0.016880
1822,Current Opinion in Endocrinology Diabetes and Obesity,"1,739",3.119,0.006030
1822,INTERNATIONAL JOURNAL OF DRUG POLICY,"2,458",3.119,0.005890
1822,REVIEW OF FINANCIAL STUDIES,"9,405",3.119,0.053040
1825,INTELLIGENCE,"3,446",3.118,0.005720
1826,ANNALS OF MATHEMATICS,"10,419",3.116,0.033860
1826,DEVELOPMENTAL PSYCHOLOGY,"17,424",3.116,0.026510
1828,JOURNAL OF POLYMER SCIENCE PART A-POLYMER CHEMISTRY,"22,852",3.114,0.024000
1829,CANADIAN JOURNAL OF CARDIOLOGY,"4,044",3.112,0.013130
1829,CURRENT HYPERTENSION REPORTS,"1,952",3.112,0.005690
1831,Stem Cell Reviews and Reports,"1,679",3.111,0.005920
1832,NEW MEDIA & SOCIETY,"2,581",3.110,0.009080
1833,JOURNAL OF DENTISTRY,"6,199",3.109,0.011290
1833,JOURNAL OF GLACIOLOGY,"5,590",3.109,0.011800
1833,JOURNAL OF MARKETING RESEARCH,"13,697",3.109,0.018740
1836,NEUROMUSCULAR DISORDERS,"4,409",3.107,0.008970
1837,JOURNAL OF PEST SCIENCE,"1,182",3.103,0.003400
1838,MARINE POLLUTION BULLETIN,"18,952",3.099,0.025830
1839,BASIC & CLINICAL PHARMACOLOGY & TOXICOLOGY,"3,425",3.097,0.005970
1839,JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY,"6,561",3.097,0.015000
1839,KNEE SURGERY SPORTS TRAUMATOLOGY ARTHROSCOPY,"9,184",3.097,0.024260
1842,GERONTOLOGY,"2,982",3.096,0.004950
1843,JOURNAL OF CLINICAL IMMUNOLOGY,"4,111",3.094,0.010070
1844,JOURNAL OF SLEEP RESEARCH,"3,845",3.093,0.006550
1844,LEUKEMIA & LYMPHOMA,"7,938",3.093,0.018780
1844,MOLECULAR GENETICS AND METABOLISM,"6,051",3.093,0.014350
1847,CALIFORNIA LAW REVIEW,"2,220",3.091,0.003700
1848,Clinical Colorectal Cancer,953,3.090,0.002650
1849,ENVIRONMENTAL RESEARCH,"8,601",3.088,0.014000
1849,PLANT CELL REPORTS,"7,647",3.088,0.008880
1851,PLASTIC AND RECONSTRUCTIVE SURGERY,"29,651",3.087,0.034730
1852,Mitigation and Adaptation Strategies for Global Change,"1,945",3.085,0.003950
1853,AMERICAN JOURNAL OF CLINICAL DERMATOLOGY,"1,626",3.084,0.003150
1853,CELL PROLIFERATION,"2,187",3.084,0.003220
1853,MATHEMATICAL MODELS & METHODS IN APPLIED SCIENCES,"2,426",3.084,0.010770
1856,CURRENT ISSUES IN MOLECULAR BIOLOGY,587,3.083,0.000880
1857,Clinical Breast Cancer,"1,599",3.082,0.004250
1857,EMOTION,"6,385",3.082,0.018210
1859,MEDICAL CARE,"16,813",3.081,0.022340
1859,MEDICAL CARE,"16,813",3.081,0.022340
1861,PSYCHONOMIC BULLETIN & REVIEW,"8,499",3.080,0.015710
1862,CURRENT OPINION IN PULMONARY MEDICINE,"2,419",3.079,0.006160
1862,MALARIA JOURNAL,"10,278",3.079,0.031030
1864,RESPIROLOGY,"3,977",3.078,0.009350
1865,Translational Oncology,"1,251",3.077,0.004340
1866,TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,"4,153",3.075,0.011340
1866,TRENDS IN CARDIOVASCULAR MEDICINE,"2,140",3.075,0.002880
1868,ACTA DIABETOLOGICA,"2,168",3.074,0.005210
1868,PSYCHOPHYSIOLOGY,"11,754",3.074,0.013590
1868,PSYCHOPHYSIOLOGY,"11,754",3.074,0.013590
1871,Molecular Pain,"2,622",3.070,0.007900
1872,BIOLOGY AND FERTILITY OF SOILS,"7,153",3.069,0.006660
1873,EUROPEAN JOURNAL OF ORGANIC CHEMISTRY,"23,405",3.068,0.041580
1874,CORNELL LAW REVIEW,"1,421",3.066,0.002240
1875,DIABETES-METABOLISM RESEARCH AND REVIEWS,"3,915",3.064,0.008300
1876,AIDS AND BEHAVIOR,"6,847",3.063,0.024690
1877,MARINE BIOTECHNOLOGY,"2,730",3.062,0.004130
1878,Molecular Oral Microbiology,577,3.061,0.002610
1879,BMC Medical Research Methodology,"5,617",3.059,0.017510
1880,PLoS One,"425,015",3.057,1.813690
1881,JOURNAL OF ETHNOPHARMACOLOGY,"26,999",3.055,0.028870
1881,JOURNAL OF THE AMERICAN ACADEMY OF ORTHOPAEDIC SURGEONS,"3,852",3.055,0.008300
1883,CALCIFIED TISSUE INTERNATIONAL,"6,468",3.052,0.007820
1883,CURRENT PHARMACEUTICAL DESIGN,"14,599",3.052,0.030690
1883,JOURNAL OF RESEARCH IN SCIENCE TEACHING,"4,311",3.052,0.005370
1886,Biochemia Medica,571,3.051,0.001670
1887,Educational Researcher,"3,834",3.049,0.006310
1887,Landslides,"1,839",3.049,0.003490
1889,Autism Research,"1,549",3.048,0.006020
1889,Autism Research,"1,549",3.048,0.006020
1889,Behavior Research Methods,"10,283",3.048,0.014200
1889,SHOCK,"6,552",3.048,0.010910
1893,Frontiers in Neuroinformatics,"1,090",3.047,0.004250
1893,INFORMATION SYSTEMS RESEARCH,"5,175",3.047,0.007510
1895,International Journal of Chronic Obstructive Pulmonary Disease,"1,871",3.046,0.004670
1896,ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,"20,209",3.045,0.025100
1896,Annual Review of Statistics and Its Application,74,3.045,0.000730
1896,DIABETES RESEARCH AND CLINICAL PRACTICE,"9,112",3.045,0.021500
1896,ENERGY POLICY,"26,840",3.045,0.062060
1896,ENERGY POLICY,"26,840",3.045,0.062060
1901,International Journal of Stroke,"2,474",3.044,0.011320
1902,APPLIED THERMAL ENGINEERING,"18,241",3.043,0.032090
1902,JOURNAL OF HYDROLOGY,"37,044",3.043,0.049510
1902,PRENATAL DIAGNOSIS,"5,794",3.043,0.013400
1905,Frontiers in Zoology,"1,648",3.042,0.005250
1905,International Journal of Sports Physiology and Performance,"1,916",3.042,0.005110
1905,TRANSFUSION,"12,502",3.042,0.023050
1905,Viruses-Basel,"3,445",3.042,0.015710
1909,Journal of Aerosol Medicine and Pulmonary Drug Delivery,981,3.041,0.002510
1910,OPTICS LETTERS,"55,669",3.040,0.119760
1911,PROTEIN SCIENCE,"12,864",3.039,0.017740
1911,RETINA-THE JOURNAL OF RETINAL AND VITREOUS DISEASES,"7,628",3.039,0.019240
1913,BRAIN AND LANGUAGE,"5,492",3.038,0.009240
1913,BRAIN AND LANGUAGE,"5,492",3.038,0.009240
1913,Neural Development,909,3.038,0.003390
1916,BRITISH JOURNAL OF OPHTHALMOLOGY,"16,880",3.036,0.024570
1916,RESPIRATORY MEDICINE,"9,161",3.036,0.017740
1916,Remote Sensing,"5,061",3.036,0.015490
1919,Diabetes & Vascular Disease Research,"1,120",3.035,0.002680
1919,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY,"6,931",3.035,0.008620
1921,ACTA OPHTHALMOLOGICA,"6,319",3.032,0.012180
1921,Biomechanics and Modeling in Mechanobiology,"1,975",3.032,0.006520
1923,INTERNATIONAL IMMUNOLOGY,"5,751",3.031,0.006350
1923,JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY,"9,396",3.031,0.015120
1923,PARASITOLOGY,"9,038",3.031,0.011720
1926,Clinical Lung Cancer,"1,640",3.030,0.004720
1926,JARO-JOURNAL OF THE ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY,"2,044",3.030,0.005580
1928,BEHAVIORAL ECOLOGY,"8,377",3.029,0.014730
1928,CURRENT DRUG TARGETS,"4,547",3.029,0.010200
1928,JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY,"6,915",3.029,0.017030
1931,Wiley Interdisciplinary Reviews-Systems Biology and Medicine,770,3.027,0.003570
1932,JOURNAL OF PHYSICAL OCEANOGRAPHY,"12,599",3.026,0.017640
1933,CHEMICAL RESEARCH IN TOXICOLOGY,"10,982",3.025,0.015560
1933,FISH & SHELLFISH IMMUNOLOGY,"10,252",3.025,0.014970
1933,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,"3,818",3.025,0.003520
1933,JOURNAL OF MANAGEMENT INFORMATION SYSTEMS,"3,818",3.025,0.003520
1933,SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,"5,761",3.025,0.012570
1938,ANNALS OF HEMATOLOGY,"4,464",3.022,0.011010
1938,RADIATION RESEARCH,"8,727",3.022,0.011430
1940,ANNALS OF THORACIC SURGERY,"29,771",3.021,0.053490
1941,Frontiers of Hormone Research,365,3.020,0.000800
1941,JOURNAL OF CATARACT AND REFRACTIVE SURGERY,"12,057",3.020,0.018520
1943,INTERNATIONAL JOURNAL OF ONCOLOGY,"12,759",3.018,0.022480
1944,BIOCHIMIE,"9,189",3.017,0.018840
1944,CLINICAL CHEMISTRY AND LABORATORY MEDICINE,"6,362",3.017,0.012090
1944,Internet Research,"1,154",3.017,0.001100
1944,Internet Research,"1,154",3.017,0.001100
1948,BIOCHIMICA ET BIOPHYSICA ACTA-PROTEINS AND PROTEOMICS,"7,301",3.016,0.019380
1948,Biology Direct,"1,411",3.016,0.005690
1950,Journal of Parkinsons Disease,604,3.015,0.002800
1950,SEXUALLY TRANSMITTED INFECTIONS,"4,598",3.015,0.014320
1952,JOURNAL OF ALLOYS AND COMPOUNDS,"60,798",3.014,0.094960
1952,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,"61,280",3.014,0.056670
1954,Nano-Micro Letters,514,3.012,0.001470
1955,PHYTOPATHOLOGY,"13,903",3.011,0.010050
1956,Current Atherosclerosis Reports,"1,775",3.006,0.004870
1957,JOURNAL OF APPLIED PHYSIOLOGY,"40,082",3.004,0.033930
1958,BEHAVIOURAL BRAIN RESEARCH,"22,851",3.002,0.040340
1959,BIOFOULING,"3,173",3.000,0.005670
1959,CORAL REEFS,"5,871",3.000,0.009950
1959,IEEE Circuits and Systems Magazine,550,3.000,0.001420
1959,JOURNAL OF CLINICAL PSYCHOPHARMACOLOGY,"4,982",3.000,0.007520
1959,Journal of Biological Engineering,562,3.000,0.001900
1959,NONLINEAR DYNAMICS,"9,003",3.000,0.019190
1965,EXPERIMENTAL EYE RESEARCH,"9,895",2.998,0.014260
1966,Innovative Food Science & Emerging Technologies,"4,664",2.997,0.008110
1967,GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS,"10,708",2.993,0.030520
1968,GPS SOLUTIONS,"1,204",2.991,0.002920
1969,GASTROENTEROLOGY CLINICS OF NORTH AMERICA,"1,812",2.990,0.003700
1969,ORGANIC GEOCHEMISTRY,"10,628",2.990,0.011170
1971,Atmospheric Measurement Techniques,"4,108",2.989,0.018410
1971,NEUROPSYCHOLOGIA,"22,876",2.989,0.037920
1971,NEUROPSYCHOLOGIA,"22,876",2.989,0.037920
1971,SEISMOLOGICAL RESEARCH LETTERS,"2,667",2.989,0.008000
1975,UNIVERSITY OF PENNSYLVANIA LAW REVIEW,"2,445",2.987,0.003860
1976,JOURNAL OF ORGANIZATIONAL BEHAVIOR,"7,252",2.986,0.009420
1977,Ocean Science,"1,351",2.985,0.006230
1978,NMR IN BIOMEDICINE,"5,917",2.983,0.014830
1979,JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY,813,2.982,0.001360
1980,EXPERT SYSTEMS WITH APPLICATIONS,"23,852",2.981,0.054910
1981,AICHE JOURNAL,"21,126",2.980,0.018950
1981,ChemMedChem,"5,072",2.980,0.013120
1983,REVIEW OF ECONOMICS AND STATISTICS,"10,821",2.979,0.030180
1984,AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS,"3,666",2.977,0.006440
1985,Current Rheumatology Reports,"1,948",2.976,0.005490
1986,EUROPEAN JOURNAL OF NEUROSCIENCE,"26,954",2.975,0.036010
1987,ENERGY AND BUILDINGS,"17,211",2.973,0.027920
1988,ENVIRONMENTAL SCIENCE & POLICY,"4,349",2.972,0.010910
1988,PLACENTA,"7,551",2.972,0.013780
1990,JOURNAL OF PLANT PHYSIOLOGY,"9,768",2.971,0.013130
1991,PLANT AND SOIL,"26,219",2.969,0.031810
1992,CURRENT OPINION IN OPHTHALMOLOGY,"2,882",2.968,0.006300
1992,PATHOLOGY,"2,311",2.968,0.004410
1992,SEXUALLY TRANSMITTED DISEASES,"5,845",2.968,0.017610
1995,ONCOLOGY-NEW YORK,"2,252",2.967,0.003290
1996,Express Polymer Letters,"2,323",2.965,0.004600
1997,Catalysts,502,2.964,0.001470
1998,Swarm and Evolutionary Computation,740,2.963,0.003560
1999,Current Neurology and Neuroscience Reports,"1,857",2.961,0.006280
1999,HEADACHE,"6,497",2.961,0.008980
2001,Augmentative and Alternative Communication,970,2.960,0.000720
2001,Augmentative and Alternative Communication,970,2.960,0.000720
2003,AMERICAN JOURNAL OF CHINESE MEDICINE,"2,535",2.959,0.002730
2003,Journal of NeuroInterventional Surgery,"1,691",2.959,0.007470
2003,PALEOBIOLOGY,"3,489",2.959,0.003690
2003,Proteomics Clinical Applications,"1,592",2.959,0.003980
2007,PAEDIATRIC AND PERINATAL EPIDEMIOLOGY,"2,807",2.958,0.006270
2007,THINKING & REASONING,563,2.958,0.001330
2009,INTEGRATIVE AND COMPARATIVE BIOLOGY,"4,134",2.957,0.009110
2010,JOURNAL OF DIABETES AND ITS COMPLICATIONS,"2,652",2.955,0.006240
2010,JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION,"1,616",2.955,0.003570
2012,CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,"4,515",2.952,0.006740
2012,CANADIAN JOURNAL OF PSYCHIATRY-REVUE CANADIENNE DE PSYCHIATRIE,"4,515",2.952,0.006740
2012,TUBERCULOSIS,"2,749",2.952,0.007010
2015,FREE RADICAL RESEARCH,"6,364",2.949,0.007740
2016,CELL AND TISSUE RESEARCH,"10,768",2.948,0.016140
2017,JOURNAL OF MOLECULAR ENDOCRINOLOGY,"3,432",2.947,0.005830
2017,Psychology of Men & Masculinity,"1,259",2.947,0.002190
2019,EUKARYOTIC CELL,"7,182",2.946,0.014100
2019,JOINT BONE SPINE,"2,957",2.946,0.006260
2021,Clinics in Liver Disease,"1,748",2.944,0.003810
2021,Polymers,"1,837",2.944,0.006260
2023,CYTOKINE,"7,587",2.940,0.014970
2023,EJSO,"6,219",2.940,0.013050
2025,LEADERSHIP QUARTERLY,"5,167",2.938,0.007820
2026,Neurodegenerative Diseases,"1,359",2.937,0.004190
2026,PHYTOMEDICINE,"6,982",2.937,0.010020
2028,LONG RANGE PLANNING,"2,244",2.936,0.003530
2029,EUROPEAN JOURNAL OF CLINICAL NUTRITION,"11,530",2.935,0.016500
2029,JOURNAL OF BIOMEDICAL SCIENCE,"3,052",2.935,0.006370
2029,PPAR Research,982,2.935,0.002170
2032,IMMUNOLOGIC RESEARCH,"2,611",2.934,0.007670
2033,FRESHWATER BIOLOGY,"12,798",2.933,0.017720
2033,FUNGAL GENETICS AND BIOLOGY,"5,007",2.933,0.008140
2033,JOURNAL OF THE EUROPEAN CERAMIC SOCIETY,"18,943",2.933,0.022000
2033,United European Gastroenterology Journal,349,2.933,0.001580
2037,ANGIOLOGY,"2,582",2.931,0.003130
2038,PULMONARY PHARMACOLOGY & THERAPEUTICS,"2,185",2.930,0.004520
2039,JOURNAL OF NUCLEAR CARDIOLOGY,"2,495",2.929,0.005100
2039,Journal of the American College of Radiology,"2,201",2.929,0.007230
2041,PLANT PHYSIOLOGY AND BIOCHEMISTRY,"7,729",2.928,0.014070
2041,VETERINARY RESEARCH,"3,880",2.928,0.008170
2043,FIELD CROPS RESEARCH,"10,495",2.927,0.015810
2044,PREVENTION SCIENCE,"2,510",2.926,0.006310
2044,TUMOR BIOLOGY,"8,698",2.926,0.020670
2046,CLINICAL THERAPEUTICS,"6,956",2.925,0.011160
2046,IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,"14,067",2.925,0.058290
2048,AMERICAN EDUCATIONAL RESEARCH JOURNAL,"3,645",2.924,0.007550
2049,BIOORGANIC & MEDICINAL CHEMISTRY,"28,151",2.923,0.037720
2050,ENVIRONMENTAL IMPACT ASSESSMENT REVIEW,"2,265",2.922,0.003480
2050,ORGANIC PROCESS RESEARCH & DEVELOPMENT,"5,477",2.922,0.010790
2052,BRITISH MEDICAL BULLETIN,"3,727",2.921,0.004110
2052,CANCER BIOLOGY & THERAPY,"7,158",2.921,0.012640
2052,UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS,"3,621",2.921,0.010820
