JournalTitle,MedAbbr,NlmId,ImpactFactor
Journal of genetics,J Genet,2985113R,1.108
Journal of oleo science,J Oleo Sci,101175339,1.108
Salud publica de Mexico,Salud Publica Mex,0404371,1.107
Heterocycles,Heterocycles,7513602,1.107
Avian diseases,Avian Dis,0370617,1.104
Comparative politics,Comp Polit,100967244,1.104
Journal of computational electronics,J Comput Electron,101263242,1.104
Acarologia,Acarologia,14510400R,1.103
Experimental aging research,Exp Aging Res,7603335,1.103
Paediatrics and international child health,Paediatr Int Child Health,101582666,1.103
International journal for multiscale computational engineering,Int J Multiscale Comput Eng,101607249,1.103
Death studies,Death Stud,8506890,1.102
Laser physics,Laser Phys,101137115,1.102
Geochemical transactions,Geochem Trans,101214741,1.1
Field methods,Field methods,100962988,1.1
Radiochimica acta,Radiochim Acta,0050556,1.1
Journal of superconductivity and novel magnetism,J Supercond Nov Magn,101677513,1.1
Atencion primaria,Aten Primaria,9111075,1.098
Adaptive behavior,Adapt Behav,9438485,1.098
Topics in language disorders,Top Lang Disord,8201220,1.098
Turkish journal of chemistry,Turk J Chem,101259104,1.098
Methods in cell biology,Methods Cell Biol,0373334,1.097
Journal of economic theory,J Econ Theory,101086004,1.097
Optimal control applications & methods,Optim Control Appl Methods,101537768,1.097
Journal of the Brazilian Chemical Society,J Braz Chem Soc,101511356,1.096
Acta astronautica,Acta Astronaut,9890631,1.095
European economic review,Eur Econ Rev,101085045,1.095
Journal of spatial science,J Spat Sci,101697785,1.095
Journal of materials engineering and performance,J Mater Eng Perform,101514024,1.094
Journal of research on educational effectiveness,J Res Educ Eff,101526285,1.094
Geospatial health,Geospat Health,101302943,1.093
Computer aided geometric design,Comput Aided Geom Des,101511481,1.092
Economic inquiry,Econ Inq,9877753,1.091
Pediatric hematology and oncology,Pediatr Hematol Oncol,8700164,1.09
Western journal of nursing research,West J Nurs Res,7905435,1.09
Analytical letters,Anal Lett,0261510,1.088
European journal of marketing,Eur J Mark,101092765,1.088
European journal of applied mathematics,Eur J Appl Math,101512238,1.088
Dental materials journal,Dent Mater J,8309299,1.087
Helvetica chimica acta,Helv Chim Acta,2985094R,1.087
Bayesian analysis,Bayesian Anal,101307045,1.087
Journal of porphyrins and phthalocyanines,J Porphyr Phthalocyanines,9890997,1.087
Journal of global antimicrobial resistance,J Glob Antimicrob Resist,101622459,1.087
Journal of drug issues,J Drug Issues,1273413,1.086
International journal of consumer studies,Int J Consum Stud,101289797,1.086
Journal of clinical psychology in medical settings,J Clin Psychol Med Settings,9435680,1.085
Singapore journal of tropical geography,Singap J Trop Geogr,101084699,1.085
Hereditas,Hereditas,0374654,1.083
Separation science and technology,Sep Sci Technol,7804235,1.083
New Zealand veterinary journal,N Z Vet J,0021406,1.08
Disasters,Disasters,7702072,1.08
Journal of combinatorial optimization,J Comb Optim,101270744,1.08
City & community,City Community,101619685,1.079
Journal of laser applications,J Laser Appl,9208015,1.078
Journal of computational science,J Comput Sci,101540553,1.078
Small group research,Small Group Res,9103593,1.078
The Bryologist,Bryologist,100955480,1.077
International journal of toxicology,Int J Toxicol,9708436,1.077
Journal of veterinary science,J Vet Sci,100964185,1.076
International journal of clinical and experimental medicine,Int J Clin Exp Med,101471010,1.075
Journal of comparative effectiveness research,J Comp Eff Res,101577308,1.075
International nursing review,Int Nurs Rev,7808754,1.073
American annals of the deaf,Am Ann Deaf,0414670,1.071
Tumori,Tumori,0111356,1.071
Radiation measurements,Radiat Meas,9890953,1.071
Emergency medicine clinics of North America,Emerg Med Clin North Am,8219565,1.07
Ethnic and racial studies,Ethn Racial Stud,9891606,1.07
Protein and peptide letters,Protein Pept Lett,9441434,1.069
Current legal problems,Curr Leg Probl,100973062,1.069
Veterinary clinical pathology,Vet Clin Pathol,9880575,1.069
Social policy & administration,Soc Policy Adm,7908249,1.069
Journal of the National Medical Association,J Natl Med Assoc,7503090,1.067
Medical anthropology quarterly,Med Anthropol Q,8405037,1.067
International journal of educational development,Int J Educ Dev,9880554,1.067
IT professional,IT Prof,101213162,1.067
International agrophysics,Int Agrophys,101677797,1.067
Aesthetic plastic surgery,Aesthetic Plast Surg,7701756,1.065
Clinical nephrology,Clin Nephrol,0364441,1.065
Clinics in plastic surgery,Clin Plast Surg,0424767,1.065
Synthetic communications,Synth Commun,9881090,1.065
International journal of qualitative studies on health and well-being,Int J Qual Stud Health Well-being,101256506,1.065
Comptes rendus biologies,C R Biol,101140040,1.064
Child & family social work,Child Fam Soc Work,100894081,1.064
British journal of neurosurgery,Br J Neurosurg,8800054,1.063
Southern California law review,South Calif Law Rev,100970530,1.063
Tsinghua science and technology,Tsinghua Sci Technol,101134735,1.063
International journal of cognitive therapy,Int J Cogn Ther,101309453,1.062
GeoInformatica,Geoinformatica,101536121,1.061
Folia histochemica et cytobiologica,Folia Histochem Cytobiol,8502651,1.06
EURASIP journal on image and video processing,EURASIP J Image Video Process,101304025,1.06
Journal of tropical pediatrics,J Trop Pediatr,8010948,1.059
Industrial health,Ind Health,2985065R,1.057
Natural product research,Nat Prod Res,101167924,1.057
Journal of biosocial science,J Biosoc Sci,0177346,1.056
Journal of mathematical chemistry,J Math Chem,100971281,1.056
Discourse processes,Discourse Process,9884426,1.056
Behavioral sciences & the law,Behav Sci Law,8404861,1.055
Journal of psychiatric and mental health nursing,J Psychiatr Ment Health Nurs,9439514,1.055
International journal of Middle East studies,Int J Middle East Stud,100968207,1.055
Acta haematologica,Acta Haematol,0141053,1.053
Journal of evaluation in clinical practice,J Eval Clin Pract,9609066,1.053
Chemosensory perception,Chemosens Percept,101467007,1.053
Minerva,Minerva,8005029,1.05
American malacological bulletin,Am Malacol Bull,100955320,1.049
Annals of vascular surgery,Ann Vasc Surg,8703941,1.045
Journalism studies,Journal Stud,101592153,1.044
Journal of rehabilitation research and development,J Rehabil Res Dev,8410047,1.043
IAWA journal,IAWA J,101087244,1.043
Wisconsin law review,Wis L Rev,100971836,1.043
Artificial life,Artif Life,9433814,1.042
Phytopathologia mediterranea,Phytopathol Mediterr,100955461,1.042
Annual review of resource economics,Annu Rev Resour Economics,101631757,1.042
Language and speech,Lang Speech,2985214R,1.041
Combinatorial chemistry & high throughput screening,Comb Chem High Throughput Screen,9810948,1.041
Journal of economic inequality,J Econ Inequal,101640088,1.041
Medical education online,Med Educ Online,9806550,1.039
"Auris, nasus, larynx",Auris Nasus Larynx,7708170,1.038
Speech communication,Speech Commun,8309707,1.038
Motor control,Motor Control,9706297,1.037
Journal of cardiothoracic surgery,J Cardiothorac Surg,101265113,1.036
Journal of career development,J Career Dev,101521277,1.036
Multisensory research,Multisens Res,101604290,1.036
Psychology in the schools,Psychol Sch,0042715,1.035
Australian journal of psychology,Aust J Psychol,2984699R,1.035
Journal of housing economics,J Hous Econ,101522119,1.035
Journal of porous media,J Porous Media,100894552,1.035
IMA journal of applied mathematics,IMA J Appl Math,101679072,1.034
Operative Orthopadie und Traumatologie,Oper Orthop Traumatol,9604937,1.033
Journal of innovative optical health sciences,J Innov Opt Health Sci,101474730,1.033
Annals of transplantation,Ann Transplant,9802544,1.032
Feminist criminology,Fem Criminol,101514149,1.032
IEEE transactions on haptics,IEEE Trans Haptics,101491191,1.031
Survey research methods,Surv Res Methods,101527490,1.031
International journal of technology assessment in health care,Int J Technol Assess Health Care,8508113,1.03
Journal of herpetology,J Herpetol,100955352,1.03
Disability & society,Disabil Soc,9888363,1.03
Journal of symbolic computation,J Symb Comput,101668748,1.03
Economica,Economica,100967168,1.029
Arquivos brasileiros de endocrinologia e metabologia,Arq Bras Endocrinol Metabol,0403437,1.028
International journal of comparative sociology,Int J Comp Sociol,0013576,1.028
British journal of social work,Br J Soc Work,1271641,1.027
Journal of risk research,J Risk Res,101481554,1.027
Environment and development economics,Environ Dev Econ,101629784,1.027
Cryogenics,Cryogenics (Guildf),0356503,1.026
Journal of water and health,J Water Health,101185420,1.025
Advances in child development and behavior,Adv Child Dev Behav,0370417,1.024
Regional science and urban economics,Reg Sci Urban Econ,101084730,1.024
Implant dentistry,Implant Dent,9206481,1.023
Education finance and policy,Educ Finance Policy,101644694,1.023
Annals of diagnostic pathology,Ann Diagn Pathol,9800503,1.022
Cardiovascular journal of Africa,Cardiovasc J Afr,101313864,1.022
Thinking skills and creativity,Think Skills Creat,101627564,1.022
Violence against women,Violence Against Women,9506308,1.02
International journal of mental health and addiction,Int J Ment Health Addict,101256588,1.018
Journal of medical and biological engineering,J Med Biol Eng,101123071,1.018
Foundations of physics,Found Phys,101622055,1.018
Africa : notiziario dell'Associazione fra le imprese italiane in Africa,Africa,101312170,1.017
Journal of mountain science,J Mt Sci,101660602,1.017
Fire technology,Fire Technol,9877775,1.016
Canadian respiratory journal,Can Respir J,9433332,1.016
International journal of public opinion research,Int J Public Opin Res,101643109,1.016
Hellenic journal of nuclear medicine,Hell J Nucl Med,101257471,1.015
Ethnicity & disease,Ethn Dis,9109034,1.014
Journal of mathematical analysis and applications,J Math Anal Appl,9890562,1.014
Computational biology and chemistry,Comput Biol Chem,101157394,1.014
High pressure research,High Press Res,101550174,1.014
International journal of performance analysis in sport,Int J Perform Anal Sport,101691345,1.014
American journal of physics,Am J Phys,14830010R,1.012
Translational neuroscience,Transl Neurosci,101550327,1.012
Landscape research,Landsc Res,101616541,1.012
Global health promotion,Glob Health Promot,101497462,1.011
Child indicators research,Child Indic Res,101465745,1.011
Random structures & algorithms,Random Struct Algorithms,101697133,1.011
Pediatric surgery international,Pediatr Surg Int,8609169,1.01
Journal of applied biomechanics,J Appl Biomech,9315240,1.01
Geriatric nursing,Geriatr Nurs (Minneap),0046433,1.009
Journal of Asian natural products research,J Asian Nat Prod Res,100888334,1.009
Business horizons,Bus Horiz,9878134,1.008
European journal of ophthalmology,Eur J Ophthalmol,9110772,1.007
International journal of offender therapy and comparative criminology,Int J Offender Ther Comp Criminol,0333601,1.006
Journal of applied social psychology,J Appl Soc Psychol,0321050,1.006
Indian journal of medical microbiology,Indian J Med Microbiol,8700903,1.006
Canadian journal of chemistry,Can J Chem,0372705,1.003
Mathematical methods in the applied sciences,Math Methods Appl Sci,9888551,1.002
Evaluation and program planning,Eval Program Plann,7801727,1
International journal of law and psychiatry,Int J Law Psychiatry,7806862,1
Perspectives in psychiatric care,Perspect Psychiatr Care,0401133,1
Health and human rights,Health Hum Rights,9502498,1
Journal of aging & social policy,J Aging Soc Policy,8914669,1
Comparative medicine,Comp Med,100900466,1
Chimia,Chimia (Aarau),0373152,1
International journal of industrial ergonomics,Int J Ind Ergon,8703510,1
Cirugia espanola,Cir Esp,1254104,1
Explorations in economic history,Explor Econ Hist,100967455,1
Social justice research,Soc Justice Res,100972822,1
"Ethos (Berkeley, Calif.)",Ethos,9877005,1
Journal of refugee studies,J Refug Stud,9425740,1
Journal of contemporary ethnography,J Contemp Ethnogr,8809953,1
Annual reports in medicinal chemistry,Annu Rep Med Chem,0257576,1
Journal of public policy,J Public Policy,101086012,1
Cooperation and conflict,Coop Confl,101092722,1
Annals of dyslexia,Ann Dyslexia,8406611,1
Parallel computing,Parallel Comput,101469721,1
ACM transactions on knowledge discovery from data,ACM Trans Knowl Discov Data,101473241,1
Personalized medicine,Per Med,101238549,1
Psychogeriatrics : the official journal of the Japanese Psychogeriatric Society,Psychogeriatrics,101230058,1
International journal of science education,Int J Sci Educ,101508624,1
Journal of psychoeducational assessment,J Psychoeduc Assess,8405006,1
Child & youth care forum,Child Youth Care Forum,9108961,1
Applied psychological measurement,Appl Psychol Meas,7905715,1
Journal of intelligent information systems,J Intell Inf Syst,101529504,1
International journal of polymer science,Int J Polym Sci,101543201,1
Journal of time series analysis,J Time Ser Anal,101574749,1
Research in higher education,Res High Educ,101577947,1
International journal for uncertainty quantification,Int J Uncertain Quantif,101585952,1
Culture & psychology,Cult Psychol,9511371,1
IEEE transactions on computational intelligence and AI in games,IEEE Trans Comput Intell AI Games,101659801,1
Journal of building physics,J Build Phys,101674106,1
British dental journal,Br Dent J,7513219,0.997
Economic modelling,Econ Model,101085827,0.997
Journal of chemistry,J Chem,101590914,0.996
Zootaxa,Zootaxa,101179386,0.994
Chemotherapy,Chemotherapy,0144731,0.992
3 Biotech,3 Biotech,101565857,0.992
Chemotherapy,Chemotherapy (Los Angel),101624941,0.992
Ophthalmic plastic and reconstructive surgery,Ophthal Plast Reconstr Surg,8508431,0.991
Nurse educator,Nurse Educ,7701902,0.991
Systems research and behavioral science,Syst Res Behav Sci,9891584,0.991
Issues in mental health nursing,Issues Ment Health Nurs,7907126,0.99
University of Illinois law review,Univ Ill Law Rev,100972221,0.99
PhytoKeys,PhytoKeys,101548554,0.99
Bio-medical materials and engineering,Biomed Mater Eng,9104021,0.988
Veterinary research communications,Vet Res Commun,8100520,0.988
Biochemical systematics and ecology,Biochem Syst Ecol,0430442,0.988
Human fertility,Hum Fertil,17440180R,0.988
Perspectives in public health,Perspect Public Health,101499631,0.987
Disaster prevention and management,Disaster Prev Manag,101523932,0.987
Journal of insect behavior,J Insect Behav,9303873,0.986
Journal of advertising research,J Advert Res,101087821,0.985
Congenital anomalies,Congenit Anom (Kyoto),9306292,0.985
International journal of speech-language pathology,Int J Speech Lang Pathol,101320232,0.985
Drug development research,Drug Dev Res,8204468,0.984
Revista espanola de medicina nuclear e imagen molecular,Rev Esp Med Nucl Imagen Mol,101585329,0.983
Journal of radioanalytical and nuclear chemistry,J Radioanal Nucl Chem,8406474,0.983
Telecommunications policy,Telecomm Policy,9879423,0.982
Indian journal of psychiatry,Indian J Psychiatry,0013255,0.982
SpringerPlus,Springerplus,101597967,0.982
Biorheology,Biorheology,0372526,0.981
Family medicine,Fam Med,8306464,0.981
Diagnostic cytopathology,Diagn Cytopathol,8506895,0.98
Klinische Padiatrie,Klin Padiatr,0326144,0.98
International journal of nursing practice,Int J Nurs Pract,9613615,0.98
Dynamic games and applications,Dyn Games Appl,101679645,0.98
Community mental health journal,Community Ment Health J,0005735,0.979
Journal for the theory of social behaviour,J Theory Soc Behav,0361027,0.978
Quantum electronics,Quantum Elec (Woodbury),101649722,0.978
Human performance,Hum Perform,8809227,0.977
Language assessment quarterly,Lang Assess Q,101572466,0.976
Language resources and evaluation,Lang Resour Eval,101262174,0.975
Letters in drug design & discovery,Lett Drug Des Discov,101208443,0.974
International emergency nursing,Int Emerg Nurs,101472191,0.974
Journal of youth studies,J Youth Stud,101536941,0.973
Journal of the Korean Surgical Society,J Korean Surg Soc,101564795,0.973
Indian pediatrics,Indian Pediatr,2985062R,0.972
Danish medical journal,Dan Med J,101576205,0.972
Current problems in cancer,Curr Probl Cancer,7702986,0.971
Economics and philosophy,Econ Philos,101087556,0.971
Ursus (International Association for Bear Research and Management),Ursus,101165240,0.971
Military medicine,Mil Med,2984771R,0.969
Children and youth services review,Child Youth Serv Rev,8110100,0.969
Neural regeneration research,Neural Regen Res,101316351,0.968
Wildlife biology,Wildlife Biol,101605014,0.968
Metaphor and symbol,Metaphor Symb,101526736,0.968
Materials research express,Mater Res Express,101691366,0.968
Current science,Curr Sci,0372620,0.967
International dental journal,Int Dent J,0374714,0.967
Leisure sciences,Leis Sci,101124846,0.967
Clinical imaging,Clin Imaging,8911831,0.966
Linear algebra and its applications,Linear Algebra Appl,101322199,0.965
Actas urologicas espanolas,Actas Urol Esp,7704993,0.964
Der Anaesthesist,Anaesthesist,0370525,0.964
Nurse education in practice,Nurse Educ Pract,101090848,0.964
Numerical methods for partial differential equations,Numer Methods Partial Differ Equ,101513992,0.964
Journal of social work practice,J Soc Work Pract,9112939,0.964
Journal of health care for the poor and underserved,J Health Care Poor Underserved,9103800,0.963
CytoJournal,Cytojournal,101231642,0.962
Topics in companion animal medicine,Top Companion Anim Med,101465592,0.96
International ophthalmology,Int Ophthalmol,7904294,0.959
Polycyclic aromatic compounds,Polycycl Aromat Compd,9200718,0.959
Indian journal of biochemistry & biophysics,Indian J Biochem Biophys,0310774,0.958
Health care for women international,Health Care Women Int,8411543,0.958
Nordic journal of music therapy,Nord J Music Ther,101151220,0.958
Chinese medical journal,Chin Med J,0005256,0.957
Chinese medical journal,Chin Med J (Engl),7513795,0.957
Scandinavian journal of occupational therapy,Scand J Occup Ther,9502210,0.957
Rare metals,Rare Metals,101613978,0.957
Journal of back and musculoskeletal rehabilitation,J Back Musculoskelet Rehabil,9201340,0.956
Revue neurologique,Rev Neurol (Paris),2984779R,0.955
Journal of policy and practice in intellectual disabilities,J Policy Pract Intellect Disabil,101201084,0.955
Clinical pediatrics,Clin Pediatr (Phila),0372606,0.954
Zoo biology,Zoo Biol,8807837,0.953
Biochemical genetics,Biochem Genet,0126611,0.952
Diving and hyperbaric medicine,Diving Hyperb Med,101282742,0.952
Nano,Nano,101279753,0.951
Revista da Sociedade Brasileira de Medicina Tropical,Rev Soc Bras Med Trop,7507456,0.949
Communications in theoretical physics,Commun Theor Phys,101568775,0.948
Journal of bone oncology,J Bone Oncol,101610292,0.947
International journal of thermophysics,Int J Thermophys,101532093,0.946
Acta theriologica,Acta Theriol (Warsz),0314001,0.944
Anthropological quarterly,Anthropol Q,0245205,0.944
Annals of mathematics and artificial intelligence,Ann Math Artif Intell,101537673,0.944
HortScience : a publication of the American Society for Horticultural Science,HortScience,9882989,0.943
Comparative education review,Comp Educ Rev,101084845,0.943
Asian population studies,Asian Popul Stud,101562542,0.941
Journal of gerontological nursing,J Gerontol Nurs,7510258,0.94
International journal of social research methodology,Int J Soc Res Methodol,100888581,0.94
International journal of ophthalmology,Int J Ophthalmol,101553860,0.939
ZooKeys,Zookeys,101497933,0.938
Arquivos de neuro-psiquiatria,Arq Neuropsiquiatr,0125444,0.937
Journal of applied remote sensing,J Appl Remote Sens,101550230,0.937
Clinical laboratory,Clin Lab,9705611,0.936
Theory into practice,Theory Pract,101567991,0.936
Fire safety journal,Fire Saf J,101668947,0.936
Isotopes in environmental and health studies,Isotopes Environ Health Stud,9602611,0.935
Current nanoscience,Curr Nanosci,101240242,0.934
Journal of applied biomaterials & functional materials,J Appl Biomater Funct Mater,101586617,0.934
American journal of otolaryngology,Am J Otolaryngol,8000029,0.933
British poultry science,Br Poult Sci,15740290R,0.933
Statistical modelling,Stat Modelling,101314442,0.932
Geburtshilfe und Frauenheilkunde,Geburtshilfe Frauenheilkd,0370732,0.931
Archives of Iranian medicine,Arch Iran Med,100889644,0.931
Journal of medical primatology,J Med Primatol,0320626,0.93
Prosthetics and orthotics international,Prosthet Orthot Int,7707720,0.93
Heat transfer research,Heat Transf Res,101607270,0.93
New genetics and society,New Genet Soc,100895847,0.929
EURASIP journal on advances in signal processing,EURASIP J Adv Signal Process,101480232,0.928
Cutis,Cutis,0006440,0.927
Journal of healthcare engineering,J Healthc Eng,101528166,0.925
Pediatric emergency care,Pediatr Emerg Care,8507560,0.923
Disaster medicine and public health preparedness,Disaster Med Public Health Prep,101297401,0.923
School Psychology International,Sch Psychol Int,9882436,0.922
Journal of approximation theory,J Approx Theory,101681519,0.921
Cadernos de saude publica,Cad Saude Publica,8901573,0.92
Bulletin of the Menninger Clinic,Bull Menninger Clin,7507032,0.919
Journal of AOAC International,J AOAC Int,9215446,0.918
Philosophical magazine letters,Philos Mag Lett,101518807,0.918
Analytical and quantitative cytopathology and histopathology,Anal Quant Cytopathol Histpathol,101638882,0.918
Perception,Perception,0372307,0.917
International regional science review,Int Reg Sci Rev,101084578,0.917
Journal of research in reading,J Res Read,101261873,0.917
Communications in applied mathematics and computational science,Comm App Math Comp Sci,101617003,0.917
Head & face medicine,Head Face Med,101245792,0.916
International journal of pattern recognition and artificial intelligence,Intern J Pattern Recognit Artif Intell,101148923,0.915
Journal of food safety,J Food Saf,7803892,0.915
Waste and biomass valorization,Waste Biomass Valorization,101670525,0.915
Family relations,Fam Relat,8002717,0.912
Asian journal of surgery,Asian J Surg,8900600,0.912
Acta histochemica et cytochemica,Acta Histochem Cytochem,0147110,0.912
Foundations of science,Found Sci,9713492,0.912
Mountain research and development,Mt Res Dev,101085265,0.911
Applications in plant sciences,Appl Plant Sci,101590473,0.911
Inverse problems in science and engineering,Inverse Probl Sci Eng,101596175,0.911
Seminars in speech and language,Semin Speech Lang,8405117,0.907
Journal of empirical finance,J Empir Finance,101679410,0.907
Social work research,Soc Work Res,9434315,0.906
Journal of anthropological research,J Anthropol Res,0403466,0.906
European physical education review,Eur Phy Educ Rev,101653923,0.906
Gender and education,Gend Educ,9883964,0.905
International journal of peptide research and therapeutics,Int J Pept Res Ther,101252761,0.905
Politicka ekonomie,Polit Ekon,101085584,0.904
South African journal of science,S Afr J Sci,0066654,0.902
IEEE security & privacy,IEEE Secur Priv,101212343,0.902
Journal of veterinary medical education,J Vet Med Educ,7610519,0.901
Public health nursing,Public Health Nurs,19930080R,0.901
Petroleum science,Pet Sci,101696164,0.901
Public choice,Public Choice,101084795,0.9
Studies in comparative international development,Stud Comp Int Dev,9878854,0.9
Labour economics,Labour Econ,101512111,0.899
Brazilian journal of physical therapy,Braz J Phys Ther,101615124,0.898
Journal of the history of biology,J Hist Biol,0202503,0.897
Ethics & behavior,Ethics Behav,9102086,0.897
Social & legal studies,Soc Leg Stud,100973347,0.896
Research in science education,Res Sci Educ,101609485,0.895
Isis; an international review devoted to the history of science and its cultural influences,Isis,2985182R,0.894
Radiation protection dosimetry,Radiat Prot Dosimetry,8109958,0.894
"Schmerz (Berlin, Germany)",Schmerz,8906258,0.894
Ecology of food and nutrition,Ecol Food Nutr,0315073,0.894
Journal of food processing and preservation,J Food Process Preserv,7707502,0.894
Applied research in quality of life,Appl Res Qual Life,101313787,0.894
Journal of substance use,J Subst Use,100891385,0.893
General physiology and biophysics,Gen Physiol Biophys,8400604,0.892
Review of African political economy,Rev Afr Polit Econ,101085574,0.892
Biocatalysis and biotransformation,Biocatal Biotransformation,9602086,0.892
Journal of intellectual & developmental disability,J Intellect Dev Disabil,9610837,0.892
Administration & society,Adm Soc,9878831,0.891
Journal of nutritional science and vitaminology,J Nutr Sci Vitaminol (Tokyo),0402640,0.89
Interacting with computers,Interact Comput,100971603,0.889
Journal of urban affairs,J Urban Aff,101558571,0.889
International journal of injury control and safety promotion,Int J Inj Contr Saf Promot,101247254,0.888
Journal of loss & trauma,J Loss Trauma,101082763,0.888
Journal of environmental health,J Environ Health,0405525,0.887
Oxford journal of legal studies,Oxf J Leg Stud,100973094,0.887
Computational and mathematical methods in medicine,Comput Math Methods Med,101277751,0.887
Contemporary nurse,Contemp Nurse,9211867,0.886
Journal of reproductive and infant psychology,J Reprod Infant Psychol,8501885,0.886
Personal Relationships,Pers Relatsh,9887828,0.886
Future virology,Future Virol,101278124,0.886
Natural language engineering,Nat Lang Eng,101636261,0.886
Current pharmaceutical analysis,Curr Pharm Anal,101240293,0.885
Psychiatria polska,Psychiatr Pol,0103314,0.884
Applied magnetic resonance,Appl Magn Reson,9204100,0.884
Natural product communications,Nat Prod Commun,101477873,0.884
Quality engineering,Qual Eng,101550255,0.883
Journal of biopharmaceutical statistics,J Biopharm Stat,9200436,0.882
Southern medical journal,South Med J,0404522,0.882
Games and economic behavior,Games Econ Behav,101275006,0.882
Creativity research journal,Creat Res J,101279887,0.881
Teacher education and special education,Teach Educ Spec Educ,101668572,0.881
Anais brasileiros de dermatologia,An Bras Dermatol,0067662,0.88
Journal of developmental and physical disabilities,J Dev Phys Disabil,9114160,0.88
Cybernetics and systems,Cybern Syst,101537856,0.88
European journal on criminal policy and research,Eur J Crim Pol Res,101617580,0.88
Journal of economic dynamics & control,J Econ Dyn Control,101085812,0.879
Kardiologia polska,Kardiol Pol,0376352,0.878
Homicide studies,Homicide Stud,100890634,0.878
Acta poloniae pharmaceutica,Acta Pol Pharm,2985167R,0.877
Minerva chirurgica,Minerva Chir,0400726,0.877
Growth and change,Growth Change,101084432,0.877
Journal of medical imaging and health informatics,J Med Imaging Health Inform,101570358,0.877
Microelectronics journal,Microelectronics J,101094050,0.876
Renal failure,Ren Fail,8701128,0.875
The neurologist,Neurologist,9503763,0.875
African journal of ecology,Afr J Ecol,9884517,0.875
Queueing systems,Queueing Syst,101606447,0.875
Clay minerals,Clay Miner,100971321,0.874
Japanese journal of radiology,Jpn J Radiol,101490689,0.874
Colombia medica,Colomb Med,16320250R,0.873
Information and computation,Inf Comput,9882551,0.873
Erdkunde,Erdkunde,101085017,0.872
Journal of vector borne diseases,J Vector Borne Dis,101212761,0.872
Acta veterinaria Hungarica,Acta Vet Hung,8406376,0.871
International journal of sport psychology,Int J Sport Psychol,7611155,0.871
HVAC&R research,HVAC&R Res,101670249,0.871
Journal of postgraduate medicine,J Postgrad Med,2985196R,0.87
Tropical animal health and production,Trop Anim Health Prod,1277355,0.87
Journal of forensic and legal medicine,J Forensic Leg Med,101300022,0.87
Informatics for health & social care,Inform Health Soc Care,101475011,0.87
Urban education,Urban Educ (Beverly Hills Calif),101616213,0.869
Grana,Grana,101222195,0.868
Transplantation proceedings,Transplant Proc,0243532,0.867
Quality & quantity,Qual Quant,1245762,0.867
Fly,Fly (Austin),101470897,0.867
International journal of industrial organization,Int J Ind Organ,101668400,0.866
Taiwanese journal of obstetrics & gynecology,Taiwan J Obstet Gynecol,101213819,0.865
Journal of arthropod-borne diseases,J Arthropod Borne Dis,101593448,0.865
Frontiers in life science,Front Life Sci,101555676,0.864
Journal of regulatory economics,J Regul Econ,101618283,0.864
Journal of adhesion science and technology,J Adhes Sci Technol,101511490,0.863
Journal of homosexuality,J Homosex,7502386,0.862
Canadian mineralogist,Can Mineral,101088266,0.862
Anatomical science international,Anat Sci Int,101154140,0.861
IET image processing,IET Image Process,101660828,0.86
Journal of aquatic animal health,J Aquat Anim Health,9884881,0.859
Brazilian oral research,Braz Oral Res,101307187,0.859
Revista brasileira de reumatologia,Rev Bras Reumatol,0404256,0.859
Revista brasileira de reumatologia,Rev Bras Reumatol Engl Ed,101672232,0.859
Human biology,Hum Biol,0116717,0.857
Critical inquiry,Crit Inq,100967268,0.857
Journal of African history,J Afr Hist,100968592,0.857
Journal of multivariate analysis,J Multivar Anal,9890139,0.857
Toxin reviews,Toxin Rev,101253386,0.857
Zygon,Zygon,9886614,0.855
Clinical and experimental otorhinolaryngology,Clin Exp Otorhinolaryngol,101474010,0.855
Electronics letters,Electron Lett,9882899,0.854
Acta applicandae mathematicae,Acta Appl Math,101086664,0.853
HNO,HNO,2985099R,0.852
Bioremediation journal,Bioremediat J,9891223,0.852
Electronic journal of probability,Electron J Probab,101681011,0.852
Asian nursing research,Asian Nurs Res (Korean Soc Nurs Sci),101321326,0.849
Qualitative research in psychology,Qual Res Psychol,101197452,0.849
Quality management in health care,Qual Manag Health Care,9306156,0.848
Journal of toxicologic pathology,J Toxicol Pathol,9306408,0.848
Journal of ethology,J Ethol,9884581,0.848
Discourse studies,Discourse Stud,101617615,0.848
Parliamentary affairs,Parliam Aff,100972835,0.847
Color research and application,Color Res Appl,101148934,0.847
Annals of clinical and laboratory science,Ann Clin Lab Sci,0410247,0.846
Journal of women & aging,J Women Aging,8916635,0.846
Fluid dynamics research,Fluid Dyn Res,101523571,0.846
California agriculture,Calif Agric (Berkeley),9885368,0.846
Natural language & linguistic theory,Nat Lang Linguist Theory,101574935,0.845
Journal of contemporary Asia,J Contemp Asia,100968651,0.844
Lingua. International review of general linguistics. Revue internationale de linguistique generale,Lingua,0207705,0.844
International journal of numerical analysis and modeling,Int J Numer Anal Model,101513038,0.844
Geodiversitas,Geodiversitas,101700487,0.844
Veterinaria italiana,Vet Ital,0201543,0.843
Journal of pesticide science,J Pestic Sci,101580833,0.843
Optimization methods & software,Optim Methods Softw,101531251,0.841
Asian Pacific journal of tropical medicine,Asian Pac J Trop Med,101533720,0.841
Journal of dual diagnosis,J Dual Diagn,101197457,0.839
International journal for educational and vocational guidance,Int J Educ Vocat Guid,101651716,0.839
