JournalTitle,MedAbbr,NlmId,ImpactFactor
Renal failure,Ren Fail,8701128,0.79
Indian journal of orthopaedics,Indian J Orthop,0137736,0.79
German politics,Ger Polit,100973346,0.789
Toxin reviews,Toxin Rev,101253386,0.789
Public choice,Public Choice,101084795,0.788
Public health nursing,Public Health Nurs,19930080R,0.788
Eurasian geography and economics,Eurasian Geogr Econ,101671179,0.788
L'Anthropologie,Anthropologie,2985154R,0.787
Journal of international development,J Int Dev,101084684,0.786
Biodemography and social biology,Biodemography Soc Biol,101500303,0.781
"Geography (Sheffield, England)",Geography,100967576,0.78
Occupational therapy international,Occup Ther Int,9433361,0.78
Ciencia & saude coletiva,Cien Saude Colet,9713483,0.78
Natural computing,Nat Comput,101220059,0.778
Herz,Herz,7801231,0.776
"Cells, tissues, organs",Cells Tissues Organs,100883360,0.776
Acta amazonica,Acta Amazon,9884055,0.775
Journal of the American Psychiatric Nurses Association,J Am Psychiatr Nurses Assoc,9507418,0.773
Natural product communications,Nat Prod Commun,101477873,0.773
Esophagus : official journal of the Japan Esophageal Society,Esophagus,101206627,0.773
Australian veterinary journal,Aust Vet J,0370616,0.772
Journal of historical geography,J Hist Geogr,101084447,0.772
Social & legal studies,Soc Leg Stud,100973347,0.771
Science as culture,Sci Cult (Lond),9883160,0.771
Hemoglobin,Hemoglobin,7705865,0.77
Journal of substance use,J Subst Use,100891385,0.77
Journal of the Royal Army Medical Corps,J R Army Med Corps,7505627,0.769
Zeitschrift fur Psychosomatische Medizin und Psychotherapie,Z Psychosom Med Psychother,100886617,0.769
Computational and mathematical organization theory,Comput Math Organ Theory,101613976,0.769
Iranian journal of public health,Iran J Public Health,7505531,0.768
Irish veterinary journal,Ir Vet J,0100762,0.768
Asian nursing research,Asian Nurs Res (Korean Soc Nurs Sci),101321326,0.768
Lab animal,Lab Anim (NY),0417737,0.767
Journal of African history,J Afr Hist,100968592,0.767
Australian journal of zoology,Aust J Zool,0001061,0.766
Journal of human development and capabilities,J Human Dev Capabil,101516024,0.766
Engineering with computers,Eng Comput,101511495,0.765
History of geo- and space sciences,Hist Geo Space Sci,101550175,0.765
Minerva pediatrica,Minerva Pediatr,0400740,0.764
Advances in applied mathematics and mechanics,Adv Appl Math Mech,101612396,0.763
Ethics & behavior,Ethics Behav,9102086,0.762
Journal of adult development,J Adult Dev,9418453,0.762
Journal of pesticide science,J Pestic Sci,101580833,0.762
European journal of applied mathematics,Eur J Appl Math,101512238,0.761
Mycobiology,Mycobiology,100960027,0.761
American journal of dentistry,Am J Dent,8806701,0.76
Journal of sports economics,J Sports Econom,101555106,0.76
Biologia,Biologia (Bratisl),0370624,0.759
"Biologia (Lahore, Pakistan)",Biologia,101091586,0.759
Iranian journal of parasitology,Iran J Parasitol,101464309,0.758
Feminism & psychology,Fem Psychol,9425963,0.757
Rehabilitation,Rehabilitation,0257746,0.757
Journal of statistical computation and simulation,J Stat Comput Simul,9880627,0.757
Neotropical entomology,Neotrop Entomol,101189728,0.756
Zoological science,Zoolog Sci,8702287,0.755
Acta chromatographica,Acta Chromatogr,9816232,0.755
Journal of electronic imaging,J Electron Imaging,9890371,0.754
AORN journal,AORN J,0372403,0.753
Violence and victims,Violence Vict,8916436,0.75
Animal biotechnology,Anim Biotechnol,9011409,0.75
Australian systematic botany,Aust Syst Bot,100955225,0.75
Motor control,Motor Control,9706297,0.75
Journal of applied probability,J Appl Probab,9890561,0.75
Journal of cancer research and therapeutics,J Cancer Res Ther,101249598,0.75
Advances in physical organic chemistry,Adv Phys Org Chem,0370437,0.75
Journal of the Korean Society for Applied Biological Chemistry,J Korean Soc Appl Biol Chem,101581236,0.75
Current pharmaceutical analysis,Curr Pharm Anal,101240293,0.75
Information processing letters,Inf Process Lett,101479699,0.748
Nutricion hospitalaria,Nutr Hosp,9100365,0.747
Journal of forecasting,J Forecast,101085389,0.747
Journal of number theory,J Number Theory,101668738,0.747
Der Ophthalmologe : Zeitschrift der Deutschen Ophthalmologischen Gesellschaft,Ophthalmologe,9206148,0.746
Political theory,Polit Theory,100969874,0.746
Polish journal of microbiology,Pol J Microbiol,101229003,0.746
Acta poloniae pharmaceutica,Acta Pol Pharm,2985167R,0.745
Nuclear technology,Nucl Technol,1263775,0.745
African studies review,Afr Stud Rev,100967994,0.745
International journal of thermophysics,Int J Thermophys,101532093,0.745
Rehabilitation counseling bulletin,Rehabil Couns Bull,0320766,0.744
Journal of loss & trauma,J Loss Trauma,101082763,0.744
Anthropological forum,Anthropol Forum,101688231,0.744
Revista de neurologia,Rev Neurol,7706841,0.743
Biocontrol science,Biocontrol Sci,9712121,0.743
Aquatic ecosystem health & management,Aquat Ecosyst Health Manag,101592680,0.742
International journal of performance analysis in sport,Int J Perform Anal Sport,101691345,0.741
Herzogia,Herzogia,101570492,0.74
Personal Relationships,Pers Relatsh,9887828,0.739
Language resources and evaluation,Lang Resour Eval,101262174,0.738
Journal of the history of biology,J Hist Biol,0202503,0.737
Algorithmica,Algorithmica,101595914,0.735
Journal of spatial science,J Spat Sci,101697785,0.735
Acoustical physics,Acoust Phys,9887141,0.734
Colombia medica,Colomb Med,16320250R,0.733
Vascular,Vascular,101196722,0.733
Nanoethics,Nanoethics,101311055,0.733
American journal of law & medicine,Am J Law Med,7509572,0.732
Focus on autism and other developmental disabilities,Focus Autism Other Dev Disabl,9890907,0.732
Current computer-aided drug design,Curr Comput Aided Drug Des,101265750,0.732
Journal of the Optical Society of Korea,J Opt Soc Korea,101531166,0.732
Klinische Padiatrie,Klin Padiatr,0326144,0.731
Europe-Asia studies,Eur Asia Stud,101085973,0.731
Microwave and optical technology letters,Microw Opt Technol Lett,101512102,0.731
Letters in organic chemistry,Lett Org Chem,101207321,0.73
Medical history,Med Hist,0401052,0.729
Acta cirurgica brasileira,Acta Cir Bras,9103983,0.729
Annals of clinical and laboratory science,Ann Clin Lab Sci,0410247,0.727
University of Illinois law review,Univ Ill Law Rev,100972221,0.727
Biomedica : revista del Instituto Nacional de Salud,Biomedica,8205605,0.727
Foundations of science,Found Sci,9713492,0.727
Clinics in podiatric medicine and surgery,Clin Podiatr Med Surg,8604974,0.726
Holistic nursing practice,Holist Nurs Pract,8702105,0.726
Bulletin of Indonesian economic studies,Bull Indones Econ Stud,101084402,0.725
Discrete & computational geometry,Discrete Comput Geom,101533553,0.724
Quality management in health care,Qual Manag Health Care,9306156,0.723
HNO,HNO,2985099R,0.723
Studies in history and philosophy of science,Stud Hist Philos Sci,1250602,0.723
Micro & nano letters,Micro Nano Lett,101284724,0.723
Ekonomicky casopis,Ekon Cas,101085825,0.72
Journal of East Asian linguistics,J East Asian Ling,101596714,0.72
Tropical biomedicine,Trop Biomed,8507086,0.719
European journal of inflammation,Eur J Inflamm,101184773,0.719
Macroeconomic dynamics,Macroecon Dyn,101524768,0.718
Revista latinoamericana de psicologia,Rev Latinoam Psicol,1247533,0.717
Research in gerontological nursing,Res Gerontol Nurs,101392499,0.717
Zeitschrift fur Rheumatologie,Z Rheumatol,0414162,0.716
Monatshefte fur Mathematik,Mon Hefte Math,101622322,0.716
Optics and spectroscopy,Opt Spectrosc,0401016,0.716
Modern China,Mod China,100969089,0.714
Veterinaria italiana,Vet Ital,0201543,0.712
Revista mexicana de astronomia y astrofisica,Rev Mex Astron Astrofis,101677238,0.712
Journal of psychosocial nursing and mental health services,J Psychosoc Nurs Ment Health Serv,8200911,0.711
Discrete dynamics in nature and society,Discrete Dyn Nat Soc,9891351,0.711
Journal of the Mexican Chemical Society,J Mex Chem Soc,101616224,0.71
Turkish journal of medical sciences,Turk J Med Sci,9441758,0.71
Journal of public transportation,J Public Trans,101685021,0.71
Saudi medical journal,Saudi Med J,7909441,0.709
Journal of Korean Neurosurgical Society,J Korean Neurosurg Soc,101467054,0.708
Journal of dynamical and control systems,J Dyn Control Syst,101670464,0.708
Iranian journal of pediatrics,Iran J Pediatr,101274724,0.707
Annual reports in medicinal chemistry,Annu Rep Med Chem,0257576,0.704
Genes & genetic systems,Genes Genet Syst,9607822,0.703
Acta applicandae mathematicae,Acta Appl Math,101086664,0.702
Bio-medical materials and engineering,Biomed Mater Eng,9104021,0.7
African journal of reproductive health,Afr J Reprod Health,9712263,0.7
Compost science & utilization,Compost Sci Util,100971516,0.7
Food science and biotechnology,Food Sci Biotechnol,9816587,0.699
Journal of X-ray science and technology,J Xray Sci Technol,9000080,0.699
Political science quarterly,Polit Sci Q,100969869,0.698
Theoretical computer science,Theor Comput Sci,101492490,0.698
Equine veterinary education,Equine Vet Educ,9885274,0.698
Journal of environmental biology,J Environ Biol,8300544,0.697
Polish journal of veterinary sciences,Pol J Vet Sci,101125473,0.697
Journal of liquid chromatography & related technologies,J Liq Chromatogr Relat Technol,9605507,0.697
Workplace health & safety,Workplace Health Saf,101575677,0.697
Theoretical medicine and bioethics,Theor Med Bioeth,9805378,0.696
Pakistan journal of medical sciences,Pak J Med Sci,100913117,0.696
Israel journal of ecology & evolution,Isr J Ecol Evol,101306669,0.696
Minerva cardioangiologica,Minerva Cardioangiol,0400725,0.695
Ultrastructural pathology,Ultrastruct Pathol,8002867,0.694
Wilderness & environmental medicine,Wilderness Environ Med,9505185,0.694
European journal of gynaecological oncology,Eur J Gynaecol Oncol,8100357,0.692
Journal of developmental and physical disabilities,J Dev Phys Disabil,9114160,0.692
Postepy higieny i medycyny doswiadczalnej,Postepy Hig Med Dosw,0421052,0.69
Revista espanola de salud publica,Rev Esp Salud Publica,9600212,0.69
African journal of ecology,Afr J Ecol,9884517,0.69
Journal of family studies,J Fam Stud,9511977,0.69
Melbourne University law review,Melb Univ Law Rev,100971981,0.689
Contemporary Southeast Asia,Contemp Southeast Asia,101085916,0.688
Australian journal of political science,Aust J Polit Sci,101171505,0.688
Environmental and ecological statistics,Environ Ecol Stat,101281613,0.688
Journal of the Society for Social Work and Research,J Soc Social Work Res,101558405,0.688
Fundamenta informaticae,Fundam Inform,101605592,0.687
Community development journal,Community Dev J,100927562,0.685
Journal of psychophysiology,J Psychophysiol,8806593,0.683
Central European journal of public health,Cent Eur J Public Health,9417324,0.682
Sociological inquiry,Sociol Inq,9876642,0.68
Journal of veterinary medical education,J Vet Med Educ,7610519,0.679
Australian & New Zealand journal of statistics,Aust N Z J Stat,101528540,0.679
Ethnicities,Ethnicities,101604424,0.679
South African Journal Of Animal Science,S Afr J Anim Sci,9881901,0.678
The neurologist,Neurologist,9503763,0.678
Fluid dynamics research,Fluid Dyn Res,101523571,0.677
Systemic practice and action research,Syst Pract Action Res,101662904,0.677
Journal of gender studies,J Gend Stud,101591614,0.676
Die Erde; Zeitschrift der Gesellschaft fur Erdkunde zu Berlin,Erde,101085318,0.675
Journal of nutritional science and vitaminology,J Nutr Sci Vitaminol (Tokyo),0402640,0.674
Educational gerontology,Educ Gerontol,7802138,0.674
Powder diffraction,Powder Diffr,101607252,0.674
Acta virologica,Acta Virol,0370401,0.673
Learning and motivation,Learn Motiv,0247267,0.673
Anthropology & education quarterly,Anthropol Educ Q,101090979,0.673
Fish pathology,Fish Pathol,100969403,0.673
International journal of Middle East studies,Int J Middle East Stud,100968207,0.672
Ethics & international affairs,Ethics Int Aff,101239532,0.672
Journal of carbohydrate chemistry,J Carbohydr Chem,8218151,0.671
Journal of the American Podiatric Medical Association,J Am Podiatr Med Assoc,8501423,0.67
Statistical methodology,Stat Methodol,101322264,0.67
Acarologia,Acarologia,14510400R,0.667
Bulletin of the history of medicine,Bull Hist Med,0141233,0.667
Journal of the history of the behavioral sciences,J Hist Behav Sci,18020010R,0.667
Seminars in roentgenology,Semin Roentgenol,0053252,0.667
Singapore medical journal,Singapore Med J,0404516,0.667
Pacific affairs,Pac Aff,100969853,0.667
Topological methods in nonlinear analysis,Topol Methods Nonlinear Anal,101571915,0.667
Laboratory phonology,Lab Phonol,101598362,0.667
Expositiones mathematicae,Expo Math,101253570,0.667
Australian journal of education,Aust J Educ,101682658,0.667
Journal of applied statistics,J Appl Stat,9883455,0.664
LC GC Europe,LC GC Eur,101572491,0.663
International journal of aging & human development,Int J Aging Hum Dev,0370033,0.662
"Der Hautarzt; Zeitschrift fur Dermatologie, Venerologie, und verwandte Gebiete",Hautarzt,0372755,0.661
Critical Asian studies,Crit Asian Stud,101533367,0.661
Journal of psycholinguistic research,J Psycholinguist Res,0333506,0.66
Food and drug law journal,Food Drug Law J,9215384,0.66
Indian journal of pharmaceutical sciences,Indian J Pharm Sci,7809431,0.66
Sociology of sport journal,Sociol Sport J,9882612,0.659
Environment and history,Environ Hist Camb,101505513,0.659
Journal of women & aging,J Women Aging,8916635,0.658
Oral health & preventive dentistry,Oral Health Prev Dent,101167768,0.657
New generation computing,New Gener Comput,101683047,0.657
National tax journal,Natl Tax J,101085809,0.653
Klinische Monatsblatter fur Augenheilkunde,Klin Monbl Augenheilkd,0014133,0.651
Scandinavian political studies,Scan Polit Stud,101520919,0.65
Journal of child sexual abuse,J Child Sex Abus,9301157,0.649
Pakistan journal of pharmaceutical sciences,Pak J Pharm Sci,9426356,0.649
Africa : notiziario dell'Associazione fra le imprese italiane in Africa,Africa,101312170,0.649
Scottish journal of political economy,Scott J Polit Econ,100970388,0.648
Applied economics,Appl Econ,101084401,0.648
Journal of anthropological research,J Anthropol Res,0403466,0.647
Journal of integrative neuroscience,J Integr Neurosci,101156357,0.647
Acta biotheoretica,Acta Biotheor,0421520,0.646
Der Chirurg; Zeitschrift fur alle Gebiete der operativen Medizen,Chirurg,16140410R,0.646
Statistical applications in genetics and molecular biology,Stat Appl Genet Mol Biol,101176023,0.646
Empirical economics,Empir Econ,101086175,0.645
Journal of human capital,J Hum Cap,101571548,0.645
Theory of computing systems,Theory Comput Syst,101661967,0.645
Journal of moral education,J Moral Educ,100972031,0.644
Space policy,Space Policy,100971283,0.643
International labour review,Int Labour Rev,9877781,0.643
CESifo economic studies,CESifo Econ Stud,101635775,0.643
Rivista di psichiatria,Riv Psichiatr,0425672,0.642
Journal of nonlinear and convex analysis,J Nonlinear Convex Anal,101520394,0.642
Human rights quarterly,Hum Rights Q,100972519,0.641
International journal of manpower,Int J Manpow,101563051,0.641
International journal of qualitative methods,Int J Qual Methods,101213922,0.641
International journal of pest management,Int J Pest Manag,9415083,0.64
Gender and education,Gend Educ,9883964,0.639
Discrete mathematics,Discrete Math,101537075,0.639
Medical problems of performing artists,Med Probl Perform Art,9416269,0.638
Indian journal of pharmacology,Indian J Pharmacol,7902477,0.638
Asian journal of communication,Asian J Commun,101087117,0.638
Annales de dermatologie et de venereologie,Ann Dermatol Venereol,7702013,0.637
Metrika,Metrika,101508562,0.637
Journal of the South African Veterinary Association,J S Afr Vet Assoc,7503122,0.635
British journal for the history of science,Br J Hist Sci,0144554,0.635
African health sciences,Afr Health Sci,101149451,0.635
Revista latino-americana de enfermagem,Rev Lat Am Enfermagem,9420934,0.634
Journal of the history of the neurosciences,J Hist Neurosci,9441330,0.633
Canadian studies in population,Can Stud Popul,100973050,0.633
Acta gastro-enterologica Belgica,Acta Gastroenterol Belg,0414075,0.632
Zoosystema,Zoosystema,101135215,0.632
Journal of theoretical politics,J Theor Polit,101514045,0.632
Carbonates and evaporites,Carbonates Evaporites,101697591,0.632
Symbolic interaction,Symb Interact,101635583,0.63
Der Orthopade,Orthopade,0331266,0.629
Psychological reports,Psychol Rep,0376475,0.629
Journal of obstetrics and gynaecology,J Obstet Gynaecol (Lahore),0376607,0.629
Asian population studies,Asian Popul Stud,101562542,0.629
British journal of guidance & counselling,Br J Guid Counc,7504610,0.628
Virtual reality,Virtual Real,101518169,0.628
Clinical journal of oncology nursing,Clin J Oncol Nurs,9705336,0.627
Perceptual and motor skills,Percept Mot Skills,0401131,0.626
Anales del sistema sanitario de Navarra,An Sist Sanit Navar,9710381,0.625
Biological rhythm research,Biol Rhythm Res,9431857,0.624
International journal of data mining and bioinformatics,Int J Data Min Bioinform,101279469,0.624
Journal of college student development,J Coll Stud Dev,101512113,0.623
Analog integrated circuits and signal processing,Analog Integr Circuits Signal Process,101605583,0.623
Acta clinica Belgica,Acta Clin Belg,0370306,0.622
Pteridines,Pteridines,8910839,0.621
Journal of medical imaging and health informatics,J Med Imaging Health Inform,101570358,0.621
Nagoya journal of medical science,Nagoya J Med Sci,0412011,0.619
Journal of demographic economics,J Demogr Economics,101663061,0.619
Journal of palliative care,J Palliat Care,8610345,0.618
Journal of plant nutrition,J Plant Nutr,100971492,0.618
Zeitschrift fur Orthopadie und Unfallchirurgie,Z Orthop Unfall,101308227,0.618
International journal for educational and vocational guidance,Int J Educ Vocat Guid,101651716,0.618
Zygon,Zygon,9886614,0.617
Journal of the Pakistan Medical Association,J Pak Med Assoc,7503100,0.616
Journal of plant registrations,J Plant Regist,101591869,0.616
Annales de pathologie,Ann Pathol,8106337,0.615
Nigerian journal of clinical practice,Niger J Clin Pract,101150032,0.615
Fetal and pediatric pathology,Fetal Pediatr Pathol,101230972,0.613
Studies in language,Stud Lang,101617001,0.611
International journal of sport psychology,Int J Sport Psychol,7611155,0.61
Journal of algebra,J Algebra,101690506,0.61
Berliner und Munchener tierarztliche Wochenschrift,Berl Munch Tierarztl Wochenschr,0003163,0.609
Social choice and welfare,Soc Choice Welfare,101087974,0.609
Journal of forensic psychology practice,J Forensic Psychol Pract,100893321,0.609
Communist and post-communist studies,Communist Post-Communist Stud,101092164,0.607
Journal of economic inequality,J Econ Inequal,101640088,0.607
Theory and decision,Theory Decis,100972695,0.606
Historical studies in the natural sciences,Hist Stud Nat Sci,101320234,0.606
Noise control engineering journal,Noise Control Eng J,101664929,0.606
European journal of special needs education,Eur J Spec Needs Educ,9891605,0.605
Acoustics Australia,Acoust Aust,101302940,0.604
Social work in public health,Soc Work Public Health,101308228,0.604
Hispanic journal of behavioral sciences,Hisp J Behav Sci,9426485,0.603
Journal of forensic nursing,J Forensic Nurs,101234500,0.603
Psychoanalytic dialogues,Psychoanal Dialogues,9101499,0.603
Bulletin of the Korean Chemical Society,Bull Korean Chem Soc,101598194,0.602
Zeitschrift fur Entwicklungspsychologie und Padagogische Psychologie,Z Entwicklungspsychol Padagog Psychol,9103654,0.6
Environmental history,Environ Hist Durh N C,101505512,0.6
Current bioinformatics,Curr Bioinform,101272515,0.6
Optical review,Opt Rev,101514079,0.6
Heroin addiction and related clinical problems,Heroin Addict Relat Clin Probl,101170415,0.6
Acta orthopaedica et traumatologica turcica,Acta Orthop Traumatol Turc,9424806,0.599
Transportation research record,Transp Res Rec,101481512,0.598
Chirurgie de la main,Chir Main,100937750,0.597
Journal of mathematical economics,J Math Econ,101681504,0.597
History of political economy,Hist Polit Econ,100969482,0.595
Journal of the International Phonetic Association,J Int Phon Assoc,101516473,0.595
Clinical gerontologist,Clin Gerontol,8300869,0.593
Enterprise & society,Enterp Soc,101319472,0.593
Schweizer Archiv fur Tierheilkunde,Schweiz Arch Tierheilkd,0424247,0.592
Human studies,Hum Stud,100972755,0.592
Anthropology & medicine,Anthropol Med,9709920,0.592
Patterns of prejudice,Patterns Prejudice,100969942,0.591
Current proteomics,Curr Proteomics,101208451,0.59
Communications in soil science and plant analysis,Commun Soil Sci Plant Anal,100971324,0.589
Politicka ekonomie,Polit Ekon,101085584,0.589
Studia logica,Stud Log,101647441,0.589
Science in context,Sci Context,8904113,0.588
NeuroQuantology : an interdisciplinary journal of neuroscience and quantum physics,Neuroquantology,101234555,0.586
Review of religious research,Rev Relig Res,20130330R,0.585
Southern economic journal,South Econ J,9877794,0.584
Puerto Rico health sciences journal,P R Health Sci J,8303541,0.581
Swedish dental journal,Swed Dent J,7706129,0.581
Educational studies,Educ Stud,100973172,0.581
Journal of economic issues,J Econ Issues,101085204,0.581
Archives italiennes de biologie,Arch Ital Biol,0372441,0.58
Journal of the Korean Statistical Society,J Korean Stat Soc,101493748,0.579
Interfaces,Interfaces (Providence),9879420,0.579
B-ENT,B-ENT,101247842,0.578
Lingua. International review of general linguistics. Revue internationale de linguistique generale,Lingua,0207705,0.578
Acta orthopaedica Belgica,Acta Orthop Belg,2985165R,0.576
Ginekologia polska,Ginekol Pol,0374641,0.576
Revue des maladies respiratoires,Rev Mal Respir,8408032,0.576
Logic journal of the IGPL,Log J IGPL,101516540,0.575
Journal of pension economics & finance,J Pension Econ Financ,101560254,0.575
Journal of social service research,J Soc Serv Res,7804338,0.574
Chemical Engineering Progress,Chem Eng Prog,9882214,0.574
Clinical dysmorphology,Clin Dysmorphol,9207893,0.573
International social work,Int Soc Work,100972259,0.573
Stochastic analysis and applications,Stoch Anal Appl,101610982,0.573
Acta physiologica Hungarica,Acta Physiol Hung,8309201,0.571
Platinum metals review,Platin Met Rev,101585623,0.571
International review of law and economics,Int Rev Law Econ,101592115,0.57
Communication disorders quarterly,Commun Disord Q,100958329,0.569
Journal of Latin American studies,J Lat Am Stud,100968792,0.568
Quimica nova,Quim Nova,100969383,0.567
Journal of mental health research in intellectual disabilities,J Ment Health Res Intellect Disabil,101312516,0.567
Genes & genomics,Genes Genomics,101481027,0.566
Monthly labor review,Mon Labor Rev,9108232,0.565
Food biotechnology,Food Biotechnol,8802223,0.564
Journal of southern African studies,J South Afr Stud,9885700,0.563
Probability in the engineering and informational sciences,Probab Eng Inf Sci,101679421,0.562
Growth and change,Growth Change,101084432,0.561
Acta chirurgiae orthopaedicae et traumatologiae Cechoslovaca,Acta Chir Orthop Traumatol Cech,0407123,0.56
Turkish neurosurgery,Turk Neurosurg,9423821,0.56
International journal of sports science & coaching,Int J Sports Sci Coach,101525766,0.559
Expert opinion on orphan drugs,Expert Opin Orphan Drugs,101601398,0.559
Annals of Saudi medicine,Ann Saudi Med,8507355,0.558
Economics letters,Econ Lett,101084492,0.558
World review of nutrition and dietetics,World Rev Nutr Diet,0117263,0.554
Oral radiology,Oral Radiol,8806621,0.554
Journal of historical sociology,J Hist Sociol,100968724,0.553
"Oceania; a journal devoted to the study of the native peoples of Australia, New Guinea, and the Islands of the Pacific",Oceania,0117710,0.551
Ferroelectrics,Ferroelectrics,101562981,0.551
Pediatric neurosurgery,Pediatr Neurosurg,9114967,0.55
Russian journal of genetics,Russ J Genet,9436969,0.55
Journal of legal education,J Legal Educ,100972800,0.55
Journal of chemical crystallography,J Chem Crystallogr,9888369,0.549
Neurocirugia,Neurocirugia,19020070R,0.548
Social behavior and personality,Soc Behav Pers,0377430,0.548
Critique of anthropology,Crit Anthropol,101092871,0.548
Journal of public economic theory,J Public Econ Theory,101659810,0.548
Journal of testing and evaluation,J Test Eval,101550009,0.547
Historical methods,Hist Methods,100967057,0.545
Journal of labor research,J Labor Res,101087398,0.545
Arquivos brasileiros de oftalmologia,Arq Bras Oftalmol,0400645,0.544
Annals of combinatorics,Ann Comb,101662355,0.544
Electronic journal of combinatorics,Electron J Comb,101589964,0.543
Journal of the Japanese and international economies,J Jpn Int Econ,101087695,0.542
Heterocyclic communications,Heterocycl Comm,101515845,0.542
Transactions of the Japan Society for Aeronautical and Space Sciences,Trans Jpn Soc Aeronaut Space Sci,101149752,0.541
City & community,City Community,101619685,0.541
Law library journal,Law Libr J,9886564,0.54
Statistics & probability letters,Stat Probab Lett,101317307,0.54
Clinical lipidology,Clin Lipidol,101502551,0.54
Gesundheitswesen (Bundesverband der Arzte des Offentlichen Gesundheitsdienstes (Germany)),Gesundheitswesen,9204210,0.538
Acta ortopedica brasileira,Acta Ortop Bras,9804509,0.538
Experimental mathematics,Exp Math,101667565,0.538
Strength and conditioning journal,Strength Cond J,100888833,0.536
Salud colectiva,Salud Colect,101276038,0.536
HortTechnology,Horttechnology,101137099,0.529
Journal of pseudo-differential operators and applications,J Pseudodiffer Oper Appl,101688349,0.529
Insight (American Society of Ophthalmic Registered Nurses),Insight,9111431,0.527
Journal of Asian and African studies,J Asian Afr Stud,100968593,0.527
Journal of contemporary history,J Contemp Hist,100968656,0.527
Statistica Neerlandica,Stat Neerl,9876667,0.524
Materialwissenschaft und Werkstofftechnik,Materwiss Werksttech,101245926,0.524
Topics in language disorders,Top Lang Disord,8201220,0.524
Clinical case studies,Clin Case Stud,101128833,0.523
Journal of Korean Academy of Nursing,J Korean Acad Nurs,101488689,0.521
Latin American economic review,Lat Am Econ Rev,101658922,0.52
Revista medica de Chile,Rev Med Chil,0404312,0.519
Zeitschrift fur Ethnologie,Z Ethnol,0261057,0.519
Journal of avian medicine and surgery,J Avian Med Surg,9512497,0.519
Education and training in autism and developmental disabilities,Educ Train Autism Dev Disabil,101630264,0.519
International review of research in developmental disabilities,Int Rev Res Dev Disabil,101603421,0.519
Sociological research online,Sociol Res Online,9806551,0.519
Journal of cardiac surgery,J Card Surg,8908809,0.518
Science & sports,Sci Sports,8707523,0.516
Zeitschrift fur Wirtschaftsgeographie,Z Wirtschgeogr,101085601,0.516
Acta botanica Croatica,Acta Bot Croat,101578095,0.516
Journal of experimental psychopathology,J Exp Psychopathol,101577782,0.516
Journal of the Canadian Dental Association,J Can Dent Assoc (Tor),7505590,0.514
Minds and machines,Minds Mach (Dordr),101668779,0.514
Journal of agromedicine,J Agromedicine,9421530,0.512
Survey methodology,Surv Methodol,100911316,0.512
Studia psychologica,Stud Psychol (Bratisl),0053353,0.511
Revista Argentina de microbiologia,Rev Argent Microbiol,8002834,0.51
Scottish medical journal,Scott Med J,2983335R,0.51
Der Pathologe,Pathologe,8006541,0.509
Politics and religion,Politics Relig,101634343,0.508
Journal of nonparametric statistics,J Nonparametr Stat,101492077,0.507
Acta biologica Hungarica,Acta Biol Hung,8404358,0.506
Journal of child & adolescent substance abuse,J Child Adolesc Subst Abuse,9439517,0.506
Natural language & linguistic theory,Nat Lang Linguist Theory,101574935,0.506
Applied engineering in agriculture,Appl Eng Agric,101247936,0.505
Society,Society,0317062,0.5
Outlook on agriculture,Outlook Agric,101086677,0.5
Journal of post Keynesian economics,J Post Keynes Econ,101087401,0.5
Defence science journal,Def Sci J,101165239,0.5
IEEE pulse,IEEE Pulse,101541727,0.5
Journal of engineered fibers and fabrics,J Eng Fiber Fabr,101563165,0.5
LC GC North America,LC GC N Am,100935935,0.5
Acta medica portuguesa,Acta Med Port,7906803,0.498
Indian journal of cancer,Indian J Cancer,0112040,0.497
Acta clinica Croatica,Acta Clin Croat,9425483,0.497
Differential geometry and its applications,Differ Geom Appl,101670253,0.497
Journal of convex analysis,J Convex Anal,101520287,0.496
Revista de biologia tropical,Rev Biol Trop,0404267,0.495
Acta chirurgica Belgica,Acta Chir Belg,0370571,0.494
Investigacion clinica,Invest Clin,0421531,0.493
Pakistan journal of zoology,Pak J Zool,0420541,0.491
Revista internacional de sociologia,Rev Int Sociol,101084400,0.491
Nursing science quarterly,Nurs Sci Q,8805022,0.49
South African journal on human rights,S Afr J Hum Rights,100972516,0.49
Veterinarni medicina,Vet Med (Praha),0063417,0.489
Japan and the world economy,Japan World Econ,101087803,0.489
Journal of dental sciences,J Dent Sci,101293181,0.488
Latin American perspectives,Lat Am Perspect,100968894,0.487
Japan journal of industrial and applied mathematics,Jpn J Ind Appl Math,101512093,0.486
Library resources & technical services,Libr Resour Tech Serv,57920670R,0.484
Korean journal for food science of animal resources,Korean J Food Sci Anim Resour,101660566,0.484
Australian economic history review,Aust Econ Hist Rev,100966385,0.481
Teaching Sociology,Teach Sociol,9880435,0.48
Applied economics letters,Appl Econ Lett,101085375,0.478
Zeitschrift fur Geburtshilfe und Neonatologie,Z Geburtshilfe Neonatol,9508901,0.476
Kolner Zeitschrift fur Soziologie und Sozialpsychologie,Kolner Z Soz Sozpsychol,0064302,0.476
Journal of cytology,J Cytol,8915204,0.476
Journal of constructivist psychology,J Constr Psychol,9431620,0.476
Metroeconomica,Metroeconomica,101691502,0.475
Development Southern Africa,Dev South Afr,101085257,0.474
Journal of homeland security and emergency management,J Homel Secur Emerg Manag,101208144,0.474
